"{""id"": ""bpTit1"", ""name"": ""Title"", ""field_type"": 0, ""type_options"": {""0"": {""data"": """"}}, ""is_primary"": true}","{""id"": ""bpViw1"", ""name"": ""Views"", ""field_type"": 1, ""type_options"": {""1"": {""scale"": 0, ""format"": 1, ""name"": ""Number"", ""symbol"": """"}}, ""is_primary"": false}","{""id"": ""bpCmt1"", ""name"": ""Comments"", ""field_type"": 1, ""type_options"": {""1"": {""scale"": 0, ""format"": 1, ""name"": ""Number"", ""symbol"": """"}}, ""is_primary"": false}","{""id"": ""bpPub1"", ""name"": ""Published"", ""field_type"": 5, ""type_options"": {""5"": {}}, ""is_primary"": false}","{""id"": ""bpDat1"", ""name"": ""Publish Date"", ""field_type"": 2, ""type_options"": {""2"": {""date_format"": 3, ""time_format"": 1, ""timezone_id"": """"}}, ""is_primary"": false}","{""id"": ""bpCat1"", ""name"": ""Category"", ""field_type"": 3, ""type_options"": {""3"": {""content"": ""{\""options\"": [{\""id\"": \""tech\"", \""name\"": \""Technology\"", \""color\"": \""Blue\""}, {\""id\"": \""biz1\"", \""name\"": \""Business\"", \""color\"": \""Green\""}, {\""id\"": \""dsgn\"", \""name\"": \""Design\"", \""color\"": \""Orange\""}, {\""id\"": \""mkt1\"", \""name\"": \""Marketing\"", \""color\"": \""Purple\""}, {\""id\"": \""eng1\"", \""name\"": \""Engineering\"", \""color\"": \""Yellow\""}, {\""id\"": \""prd1\"", \""name\"": \""Product\"", \""color\"": \""Pink\""}, {\""id\"": \""cult\"", \""name\"": \""Culture\"", \""color\"": \""LightPink\""}, {\""id\"": \""tutr\"", \""name\"": \""Tutorial\"", \""color\"": \""Aqua\""}], \""disable_color\"": false}""}}, ""is_primary"": false}","{""id"": ""bpAuI1"", ""name"": ""Author Index"", ""field_type"": 1, ""type_options"": {""1"": {""scale"": 0, ""format"": 1, ""name"": ""Number"", ""symbol"": """"}}, ""is_primary"": false}","{""id"": ""bpLMd1"", ""name"": ""Last modified"", ""field_type"": 8, ""type_options"": {""8"": {""date_format"": 3, ""time_format"": 1, ""include_time"": true}}, ""is_primary"": false}","{""id"": ""bpCAt1"", ""name"": ""Created at"", ""field_type"": 9, ""type_options"": {""9"": {""date_format"": 3, ""time_format"": 1, ""include_time"": true}}, ""is_primary"": false}"
"{""data"": ""React in Practice: A Case Study"", ""created_at"": 1700012600, ""last_modified"": 1700012600, ""field_type"": 0}","{""data"": ""363"", ""created_at"": 1700012600, ""last_modified"": 1700012600, ""field_type"": 1}","{""data"": ""10"", ""created_at"": 1700012600, ""last_modified"": 1700012600, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700012600, ""last_modified"": 1700012600, ""field_type"": 5}","{""data"": ""1680969600"", ""created_at"": 1700012600, ""last_modified"": 1700012600, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""biz1"", ""created_at"": 1700012600, ""last_modified"": 1700012600, ""field_type"": 3}","{""data"": ""101"", ""created_at"": 1700012600, ""last_modified"": 1700012600, ""field_type"": 1}","{""data"": ""1700012600"", ""field_type"": 8}","{""data"": ""1700012600"", ""field_type"": 9}"
"{""data"": ""Testing Tips and Tricks"", ""created_at"": 1700012650, ""last_modified"": 1700012650, ""field_type"": 0}","{""data"": ""1308"", ""created_at"": 1700012650, ""last_modified"": 1700012650, ""field_type"": 1}","{""data"": ""9"", ""created_at"": 1700012650, ""last_modified"": 1700012650, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700012650, ""last_modified"": 1700012650, ""field_type"": 5}","{""data"": ""1676822400"", ""created_at"": 1700012650, ""last_modified"": 1700012650, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""eng1"", ""created_at"": 1700012650, ""last_modified"": 1700012650, ""field_type"": 3}","{""data"": ""106"", ""created_at"": 1700012650, ""last_modified"": 1700012650, ""field_type"": 1}","{""data"": ""1700012650"", ""field_type"": 8}","{""data"": ""1700012650"", ""field_type"": 9}"
"{""data"": ""Why We Chose SEO"", ""created_at"": 1700012700, ""last_modified"": 1700012700, ""field_type"": 0}","{""data"": ""159438"", ""created_at"": 1700012700, ""last_modified"": 1700012700, ""field_type"": 1}","{""data"": ""2142"", ""created_at"": 1700012700, ""last_modified"": 1700012700, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700012700, ""last_modified"": 1700012700, ""field_type"": 5}","{""data"": ""1704384000"", ""created_at"": 1700012700, ""last_modified"": 1700012700, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""tech"", ""created_at"": 1700012700, ""last_modified"": 1700012700, ""field_type"": 3}","{""data"": ""49"", ""created_at"": 1700012700, ""last_modified"": 1700012700, ""field_type"": 1}","{""data"": ""1700012700"", ""field_type"": 8}","{""data"": ""1700012700"", ""field_type"": 9}"
"{""data"": ""The State of Testing in 2024"", ""created_at"": 1700012750, ""last_modified"": 1700012750, ""field_type"": 0}","{""data"": ""1076"", ""created_at"": 1700012750, ""last_modified"": 1700012750, ""field_type"": 1}","{""data"": ""15"", ""created_at"": 1700012750, ""last_modified"": 1700012750, ""field_type"": 1}","{""data"": ""No"", ""created_at"": 1700012750, ""last_modified"": 1700012750, ""field_type"": 5}","{""data"": ""1681401600"", ""created_at"": 1700012750, ""last_modified"": 1700012750, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""biz1"", ""created_at"": 1700012750, ""last_modified"": 1700012750, ""field_type"": 3}","{""data"": ""215"", ""created_at"": 1700012750, ""last_modified"": 1700012750, ""field_type"": 1}","{""data"": ""1700012750"", ""field_type"": 8}","{""data"": ""1700012750"", ""field_type"": 9}"
"{""data"": ""The Ultimate Content Strategy Checklist"", ""created_at"": 1700012800, ""last_modified"": 1700012800, ""field_type"": 0}","{""data"": ""141"", ""created_at"": 1700012800, ""last_modified"": 1700012800, ""field_type"": 1}","{""data"": ""9"", ""created_at"": 1700012800, ""last_modified"": 1700012800, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700012800, ""last_modified"": 1700012800, ""field_type"": 5}","{""data"": ""1732118400"", ""created_at"": 1700012800, ""last_modified"": 1700012800, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""prd1"", ""created_at"": 1700012800, ""last_modified"": 1700012800, ""field_type"": 3}","{""data"": ""34"", ""created_at"": 1700012800, ""last_modified"": 1700012800, ""field_type"": 1}","{""data"": ""1700012800"", ""field_type"": 8}","{""data"": ""1700012800"", ""field_type"": 9}"
"{""data"": ""Mastering UX Design for Beginners"", ""created_at"": 1700012850, ""last_modified"": 1700012850, ""field_type"": 0}","{""data"": ""1795"", ""created_at"": 1700012850, ""last_modified"": 1700012850, ""field_type"": 1}","{""data"": ""29"", ""created_at"": 1700012850, ""last_modified"": 1700012850, ""field_type"": 1}","{""data"": ""No"", ""created_at"": 1700012850, ""last_modified"": 1700012850, ""field_type"": 5}","{""data"": ""1721145600"", ""created_at"": 1700012850, ""last_modified"": 1700012850, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""prd1"", ""created_at"": 1700012850, ""last_modified"": 1700012850, ""field_type"": 3}","{""data"": ""138"", ""created_at"": 1700012850, ""last_modified"": 1700012850, ""field_type"": 1}","{""data"": ""1700012850"", ""field_type"": 8}","{""data"": ""1700012850"", ""field_type"": 9}"
"{""data"": ""How We Scaled Machine Learning to 20 Users"", ""created_at"": 1700012900, ""last_modified"": 1700012900, ""field_type"": 0}","{""data"": ""4969"", ""created_at"": 1700012900, ""last_modified"": 1700012900, ""field_type"": 1}","{""data"": ""28"", ""created_at"": 1700012900, ""last_modified"": 1700012900, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700012900, ""last_modified"": 1700012900, ""field_type"": 5}","{""data"": ""1712073600"", ""created_at"": 1700012900, ""last_modified"": 1700012900, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""tutr"", ""created_at"": 1700012900, ""last_modified"": 1700012900, ""field_type"": 3}","{""data"": ""209"", ""created_at"": 1700012900, ""last_modified"": 1700012900, ""field_type"": 1}","{""data"": ""1700012900"", ""field_type"": 8}","{""data"": ""1700012900"", ""field_type"": 9}"
"{""data"": ""Mastering Cloud Computing for Beginners"", ""created_at"": 1700012950, ""last_modified"": 1700012950, ""field_type"": 0}","{""data"": ""120823"", ""created_at"": 1700012950, ""last_modified"": 1700012950, ""field_type"": 1}","{""data"": ""2405"", ""created_at"": 1700012950, ""last_modified"": 1700012950, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700012950, ""last_modified"": 1700012950, ""field_type"": 5}","{""data"": ""1691424000"", ""created_at"": 1700012950, ""last_modified"": 1700012950, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""mkt1"", ""created_at"": 1700012950, ""last_modified"": 1700012950, ""field_type"": 3}","{""data"": ""205"", ""created_at"": 1700012950, ""last_modified"": 1700012950, ""field_type"": 1}","{""data"": ""1700012950"", ""field_type"": 8}","{""data"": ""1700012950"", ""field_type"": 9}"
"{""data"": ""The Future of Testing"", ""created_at"": 1700013000, ""last_modified"": 1700013000, ""field_type"": 0}","{""data"": ""809"", ""created_at"": 1700013000, ""last_modified"": 1700013000, ""field_type"": 1}","{""data"": ""6"", ""created_at"": 1700013000, ""last_modified"": 1700013000, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013000, ""last_modified"": 1700013000, ""field_type"": 5}","{""data"": ""1723996800"", ""created_at"": 1700013000, ""last_modified"": 1700013000, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""prd1"", ""created_at"": 1700013000, ""last_modified"": 1700013000, ""field_type"": 3}","{""data"": ""103"", ""created_at"": 1700013000, ""last_modified"": 1700013000, ""field_type"": 1}","{""data"": ""1700013000"", ""field_type"": 8}","{""data"": ""1700013000"", ""field_type"": 9}"
"{""data"": ""AI Architecture Explained"", ""created_at"": 1700013050, ""last_modified"": 1700013050, ""field_type"": 0}","{""data"": ""1132"", ""created_at"": 1700013050, ""last_modified"": 1700013050, ""field_type"": 1}","{""data"": ""26"", ""created_at"": 1700013050, ""last_modified"": 1700013050, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013050, ""last_modified"": 1700013050, ""field_type"": 5}","{""data"": ""1725120000"", ""created_at"": 1700013050, ""last_modified"": 1700013050, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""biz1"", ""created_at"": 1700013050, ""last_modified"": 1700013050, ""field_type"": 3}","{""data"": ""72"", ""created_at"": 1700013050, ""last_modified"": 1700013050, ""field_type"": 1}","{""data"": ""1700013050"", ""field_type"": 8}","{""data"": ""1700013050"", ""field_type"": 9}"
"{""data"": ""Why Testing Matters for Your Business"", ""created_at"": 1700013100, ""last_modified"": 1700013100, ""field_type"": 0}","{""data"": ""8664"", ""created_at"": 1700013100, ""last_modified"": 1700013100, ""field_type"": 1}","{""data"": ""165"", ""created_at"": 1700013100, ""last_modified"": 1700013100, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013100, ""last_modified"": 1700013100, ""field_type"": 5}","{""data"": ""1709308800"", ""created_at"": 1700013100, ""last_modified"": 1700013100, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""cult"", ""created_at"": 1700013100, ""last_modified"": 1700013100, ""field_type"": 3}","{""data"": ""132"", ""created_at"": 1700013100, ""last_modified"": 1700013100, ""field_type"": 1}","{""data"": ""1700013100"", ""field_type"": 8}","{""data"": ""1700013100"", ""field_type"": 9}"
"{""data"": ""The Complete Guide to Marketing Automation"", ""created_at"": 1700013150, ""last_modified"": 1700013150, ""field_type"": 0}","{""data"": ""837"", ""created_at"": 1700013150, ""last_modified"": 1700013150, ""field_type"": 1}","{""data"": ""4"", ""created_at"": 1700013150, ""last_modified"": 1700013150, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013150, ""last_modified"": 1700013150, ""field_type"": 5}","{""data"": ""1685980800"", ""created_at"": 1700013150, ""last_modified"": 1700013150, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""mkt1"", ""created_at"": 1700013150, ""last_modified"": 1700013150, ""field_type"": 3}","{""data"": ""111"", ""created_at"": 1700013150, ""last_modified"": 1700013150, ""field_type"": 1}","{""data"": ""1700013150"", ""field_type"": 8}","{""data"": ""1700013150"", ""field_type"": 9}"
"{""data"": ""How We Scaled Performance to 20 Users"", ""created_at"": 1700013200, ""last_modified"": 1700013200, ""field_type"": 0}","{""data"": ""3730"", ""created_at"": 1700013200, ""last_modified"": 1700013200, ""field_type"": 1}","{""data"": ""19"", ""created_at"": 1700013200, ""last_modified"": 1700013200, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013200, ""last_modified"": 1700013200, ""field_type"": 5}","{""data"": ""1720972800"", ""created_at"": 1700013200, ""last_modified"": 1700013200, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""tech"", ""created_at"": 1700013200, ""last_modified"": 1700013200, ""field_type"": 3}","{""data"": ""97"", ""created_at"": 1700013200, ""last_modified"": 1700013200, ""field_type"": 1}","{""data"": ""1700013200"", ""field_type"": 8}","{""data"": ""1700013200"", ""field_type"": 9}"
"{""data"": ""Introduction to Company Culture"", ""created_at"": 1700013250, ""last_modified"": 1700013250, ""field_type"": 0}","{""data"": ""296"", ""created_at"": 1700013250, ""last_modified"": 1700013250, ""field_type"": 1}","{""data"": ""13"", ""created_at"": 1700013250, ""last_modified"": 1700013250, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013250, ""last_modified"": 1700013250, ""field_type"": 5}","{""data"": ""1722096000"", ""created_at"": 1700013250, ""last_modified"": 1700013250, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""mkt1"", ""created_at"": 1700013250, ""last_modified"": 1700013250, ""field_type"": 3}","{""data"": ""156"", ""created_at"": 1700013250, ""last_modified"": 1700013250, ""field_type"": 1}","{""data"": ""1700013250"", ""field_type"": 8}","{""data"": ""1700013250"", ""field_type"": 9}"
"{""data"": ""Mastering Product Development for Beginners"", ""created_at"": 1700013300, ""last_modified"": 1700013300, ""field_type"": 0}","{""data"": ""344"", ""created_at"": 1700013300, ""last_modified"": 1700013300, ""field_type"": 1}","{""data"": ""8"", ""created_at"": 1700013300, ""last_modified"": 1700013300, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013300, ""last_modified"": 1700013300, ""field_type"": 5}","{""data"": ""1689350400"", ""created_at"": 1700013300, ""last_modified"": 1700013300, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""prd1"", ""created_at"": 1700013300, ""last_modified"": 1700013300, ""field_type"": 3}","{""data"": ""67"", ""created_at"": 1700013300, ""last_modified"": 1700013300, ""field_type"": 1}","{""data"": ""1700013300"", ""field_type"": 8}","{""data"": ""1700013300"", ""field_type"": 9}"
"{""data"": ""The Future of Docker"", ""created_at"": 1700013350, ""last_modified"": 1700013350, ""field_type"": 0}","{""data"": ""27919"", ""created_at"": 1700013350, ""last_modified"": 1700013350, ""field_type"": 1}","{""data"": ""363"", ""created_at"": 1700013350, ""last_modified"": 1700013350, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013350, ""last_modified"": 1700013350, ""field_type"": 5}","{""data"": ""1676390400"", ""created_at"": 1700013350, ""last_modified"": 1700013350, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""tutr"", ""created_at"": 1700013350, ""last_modified"": 1700013350, ""field_type"": 3}","{""data"": ""19"", ""created_at"": 1700013350, ""last_modified"": 1700013350, ""field_type"": 1}","{""data"": ""1700013350"", ""field_type"": 8}","{""data"": ""1700013350"", ""field_type"": 9}"
"{""data"": ""Mastering Rust for Beginners"", ""created_at"": 1700013400, ""last_modified"": 1700013400, ""field_type"": 0}","{""data"": ""8574"", ""created_at"": 1700013400, ""last_modified"": 1700013400, ""field_type"": 1}","{""data"": ""47"", ""created_at"": 1700013400, ""last_modified"": 1700013400, ""field_type"": 1}","{""data"": ""No"", ""created_at"": 1700013400, ""last_modified"": 1700013400, ""field_type"": 5}","{""data"": ""1673712000"", ""created_at"": 1700013400, ""last_modified"": 1700013400, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""eng1"", ""created_at"": 1700013400, ""last_modified"": 1700013400, ""field_type"": 3}","{""data"": ""82"", ""created_at"": 1700013400, ""last_modified"": 1700013400, ""field_type"": 1}","{""data"": ""1700013400"", ""field_type"": 8}","{""data"": ""1700013400"", ""field_type"": 9}"
"{""data"": ""Lessons Learned from Android"", ""created_at"": 1700013450, ""last_modified"": 1700013450, ""field_type"": 0}","{""data"": ""159581"", ""created_at"": 1700013450, ""last_modified"": 1700013450, ""field_type"": 1}","{""data"": ""2404"", ""created_at"": 1700013450, ""last_modified"": 1700013450, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013450, ""last_modified"": 1700013450, ""field_type"": 5}","{""data"": ""1720972800"", ""created_at"": 1700013450, ""last_modified"": 1700013450, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""eng1"", ""created_at"": 1700013450, ""last_modified"": 1700013450, ""field_type"": 3}","{""data"": ""127"", ""created_at"": 1700013450, ""last_modified"": 1700013450, ""field_type"": 1}","{""data"": ""1700013450"", ""field_type"": 8}","{""data"": ""1700013450"", ""field_type"": 9}"
"{""data"": ""Introduction to Database Design"", ""created_at"": 1700013500, ""last_modified"": 1700013500, ""field_type"": 0}","{""data"": ""319"", ""created_at"": 1700013500, ""last_modified"": 1700013500, ""field_type"": 1}","{""data"": ""0"", ""created_at"": 1700013500, ""last_modified"": 1700013500, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013500, ""last_modified"": 1700013500, ""field_type"": 5}","{""data"": ""1734105600"", ""created_at"": 1700013500, ""last_modified"": 1700013500, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""mkt1"", ""created_at"": 1700013500, ""last_modified"": 1700013500, ""field_type"": 3}","{""data"": ""41"", ""created_at"": 1700013500, ""last_modified"": 1700013500, ""field_type"": 1}","{""data"": ""1700013500"", ""field_type"": 8}","{""data"": ""1700013500"", ""field_type"": 9}"
"{""data"": ""UI Design Architecture Explained"", ""created_at"": 1700013550, ""last_modified"": 1700013550, ""field_type"": 0}","{""data"": ""48278"", ""created_at"": 1700013550, ""last_modified"": 1700013550, ""field_type"": 1}","{""data"": ""303"", ""created_at"": 1700013550, ""last_modified"": 1700013550, ""field_type"": 1}","{""data"": ""No"", ""created_at"": 1700013550, ""last_modified"": 1700013550, ""field_type"": 5}","{""data"": ""1698336000"", ""created_at"": 1700013550, ""last_modified"": 1700013550, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""tech"", ""created_at"": 1700013550, ""last_modified"": 1700013550, ""field_type"": 3}","{""data"": ""193"", ""created_at"": 1700013550, ""last_modified"": 1700013550, ""field_type"": 1}","{""data"": ""1700013550"", ""field_type"": 8}","{""data"": ""1700013550"", ""field_type"": 9}"
"{""data"": ""How Cloud Computing Changed Our Team"", ""created_at"": 1700013600, ""last_modified"": 1700013600, ""field_type"": 0}","{""data"": ""25673"", ""created_at"": 1700013600, ""last_modified"": 1700013600, ""field_type"": 1}","{""data"": ""259"", ""created_at"": 1700013600, ""last_modified"": 1700013600, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013600, ""last_modified"": 1700013600, ""field_type"": 5}","{""data"": ""1722096000"", ""created_at"": 1700013600, ""last_modified"": 1700013600, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""tutr"", ""created_at"": 1700013600, ""last_modified"": 1700013600, ""field_type"": 3}","{""data"": ""29"", ""created_at"": 1700013600, ""last_modified"": 1700013600, ""field_type"": 1}","{""data"": ""1700013600"", ""field_type"": 8}","{""data"": ""1700013600"", ""field_type"": 9}"
"{""data"": ""Database Design in Practice: A Case Study"", ""created_at"": 1700013650, ""last_modified"": 1700013650, ""field_type"": 0}","{""data"": ""59"", ""created_at"": 1700013650, ""last_modified"": 1700013650, ""field_type"": 1}","{""data"": ""6"", ""created_at"": 1700013650, ""last_modified"": 1700013650, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013650, ""last_modified"": 1700013650, ""field_type"": 5}","{""data"": ""1693324800"", ""created_at"": 1700013650, ""last_modified"": 1700013650, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""eng1"", ""created_at"": 1700013650, ""last_modified"": 1700013650, ""field_type"": 3}","{""data"": ""61"", ""created_at"": 1700013650, ""last_modified"": 1700013650, ""field_type"": 1}","{""data"": ""1700013650"", ""field_type"": 8}","{""data"": ""1700013650"", ""field_type"": 9}"
"{""data"": ""Common GraphQL Mistakes to Avoid"", ""created_at"": 1700013700, ""last_modified"": 1700013700, ""field_type"": 0}","{""data"": ""65"", ""created_at"": 1700013700, ""last_modified"": 1700013700, ""field_type"": 1}","{""data"": ""4"", ""created_at"": 1700013700, ""last_modified"": 1700013700, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013700, ""last_modified"": 1700013700, ""field_type"": 5}","{""data"": ""1707235200"", ""created_at"": 1700013700, ""last_modified"": 1700013700, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""prd1"", ""created_at"": 1700013700, ""last_modified"": 1700013700, ""field_type"": 3}","{""data"": ""107"", ""created_at"": 1700013700, ""last_modified"": 1700013700, ""field_type"": 1}","{""data"": ""1700013700"", ""field_type"": 8}","{""data"": ""1700013700"", ""field_type"": 9}"
"{""data"": ""Introduction to Team Management"", ""created_at"": 1700013750, ""last_modified"": 1700013750, ""field_type"": 0}","{""data"": ""401"", ""created_at"": 1700013750, ""last_modified"": 1700013750, ""field_type"": 1}","{""data"": ""4"", ""created_at"": 1700013750, ""last_modified"": 1700013750, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013750, ""last_modified"": 1700013750, ""field_type"": 5}","{""data"": ""1700064000"", ""created_at"": 1700013750, ""last_modified"": 1700013750, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""cult"", ""created_at"": 1700013750, ""last_modified"": 1700013750, ""field_type"": 3}","{""data"": ""115"", ""created_at"": 1700013750, ""last_modified"": 1700013750, ""field_type"": 1}","{""data"": ""1700013750"", ""field_type"": 8}","{""data"": ""1700013750"", ""field_type"": 9}"
"{""data"": ""How Company Culture Changed Our Team"", ""created_at"": 1700013800, ""last_modified"": 1700013800, ""field_type"": 0}","{""data"": ""40478"", ""created_at"": 1700013800, ""last_modified"": 1700013800, ""field_type"": 1}","{""data"": ""567"", ""created_at"": 1700013800, ""last_modified"": 1700013800, ""field_type"": 1}","{""data"": ""No"", ""created_at"": 1700013800, ""last_modified"": 1700013800, ""field_type"": 5}","{""data"": ""1733414400"", ""created_at"": 1700013800, ""last_modified"": 1700013800, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""eng1"", ""created_at"": 1700013800, ""last_modified"": 1700013800, ""field_type"": 3}","{""data"": ""31"", ""created_at"": 1700013800, ""last_modified"": 1700013800, ""field_type"": 1}","{""data"": ""1700013800"", ""field_type"": 8}","{""data"": ""1700013800"", ""field_type"": 9}"
"{""data"": ""Remote Work: What You Need to Know"", ""created_at"": 1700013850, ""last_modified"": 1700013850, ""field_type"": 0}","{""data"": ""212"", ""created_at"": 1700013850, ""last_modified"": 1700013850, ""field_type"": 1}","{""data"": ""0"", ""created_at"": 1700013850, ""last_modified"": 1700013850, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013850, ""last_modified"": 1700013850, ""field_type"": 5}","{""data"": ""1675094400"", ""created_at"": 1700013850, ""last_modified"": 1700013850, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""dsgn"", ""created_at"": 1700013850, ""last_modified"": 1700013850, ""field_type"": 3}","{""data"": ""46"", ""created_at"": 1700013850, ""last_modified"": 1700013850, ""field_type"": 1}","{""data"": ""1700013850"", ""field_type"": 8}","{""data"": ""1700013850"", ""field_type"": 9}"
"{""data"": ""Android: What You Need to Know"", ""created_at"": 1700013900, ""last_modified"": 1700013900, ""field_type"": 0}","{""data"": ""428"", ""created_at"": 1700013900, ""last_modified"": 1700013900, ""field_type"": 1}","{""data"": ""3"", ""created_at"": 1700013900, ""last_modified"": 1700013900, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013900, ""last_modified"": 1700013900, ""field_type"": 5}","{""data"": ""1674748800"", ""created_at"": 1700013900, ""last_modified"": 1700013900, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""dsgn"", ""created_at"": 1700013900, ""last_modified"": 1700013900, ""field_type"": 3}","{""data"": ""80"", ""created_at"": 1700013900, ""last_modified"": 1700013900, ""field_type"": 1}","{""data"": ""1700013900"", ""field_type"": 8}","{""data"": ""1700013900"", ""field_type"": 9}"
"{""data"": ""Serverless Tips and Tricks"", ""created_at"": 1700013950, ""last_modified"": 1700013950, ""field_type"": 0}","{""data"": ""713"", ""created_at"": 1700013950, ""last_modified"": 1700013950, ""field_type"": 1}","{""data"": ""15"", ""created_at"": 1700013950, ""last_modified"": 1700013950, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700013950, ""last_modified"": 1700013950, ""field_type"": 5}","{""data"": ""1729958400"", ""created_at"": 1700013950, ""last_modified"": 1700013950, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""tutr"", ""created_at"": 1700013950, ""last_modified"": 1700013950, ""field_type"": 3}","{""data"": ""218"", ""created_at"": 1700013950, ""last_modified"": 1700013950, ""field_type"": 1}","{""data"": ""1700013950"", ""field_type"": 8}","{""data"": ""1700013950"", ""field_type"": 9}"
